assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
175221403,195474,Rhinoptera jayakari,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,RHINOPTERIDAE,Rhinoptera,jayakari,,,,"Boulenger, 1895",Endangered,A2cd,3.1,Decreasing,Global
176486027,176486023,Hemitriakis indroyonoi,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,TRIAKIDAE,Hemitriakis,indroyonoi,,,,"White, Compagno &amp; Dharmadi, 2009",Endangered,A2d; B2ab(v),3.1,Decreasing,Global
176486163,176486152,Orectolobus leptolineatus,ANIMALIA,CHORDATA,ORECTOLOBIFORMES,CHONDRICHTHYES,ORECTOLOBIDAE,Orectolobus,leptolineatus,,,,"Last, Pogonoski &amp; White, 2010",Near Threatened,A2d,3.1,Decreasing,Global
176486211,176486201,Okamejei cairae,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Okamejei,cairae,,,,"Last, Fahmi &amp; Ishihara, 2010",Vulnerable,A2d,3.1,Decreasing,Global
176493270,166184,Anguilla japonica,ANIMALIA,CHORDATA,ANGUILLIFORMES,ACTINOPTERYGII,ANGUILLIDAE,Anguilla,japonica,,,,"Temminck &amp; Schlegel, 1846",Endangered,A2bcd,3.1,Decreasing,Global
176494582,166894,Anguilla bicolor,ANIMALIA,CHORDATA,ANGUILLIFORMES,ACTINOPTERYGII,ANGUILLIDAE,Anguilla,bicolor,,,,"McClelland, 1844",Near Threatened,A2bcde,3.1,Unknown,Global
176496889,198973,Anguilla borneensis,ANIMALIA,CHORDATA,ANGUILLIFORMES,ACTINOPTERYGII,ANGUILLIDAE,Anguilla,borneensis,,,,"Popta, 1924",Vulnerable,A2c+4c,3.1,Unknown,Global
176497159,18435966,Anguilla luzonensis,ANIMALIA,CHORDATA,ANGUILLIFORMES,ACTINOPTERYGII,ANGUILLIDAE,Anguilla,luzonensis,,,,"Watanabe, Aoyama &amp; Tsukamoto, 2009",Vulnerable,D2,3.1,Unknown,Global
177163701,39328,Squatina californica,ANIMALIA,CHORDATA,SQUATINIFORMES,CHONDRICHTHYES,SQUATINIDAE,Squatina,californica,,,,"Ayres, 1859",Near Threatened,,3.1,Decreasing,Global
177552193,1086,Amblyrhynchus cristatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,IGUANIDAE,Amblyrhynchus,cristatus,,,,"Bell, 1825",Vulnerable,A2abce+4abce,3.1,Decreasing,Global
178201678,161545,Narcine prodorsalis,ANIMALIA,CHORDATA,TORPEDINIFORMES,CHONDRICHTHYES,NARCINIDAE,Narcine,prodorsalis,,,,"Bessednov, 1966",Endangered,A2d,3.1,Decreasing,Global
178201830,161445,Narcine timlei,ANIMALIA,CHORDATA,TORPEDINIFORMES,CHONDRICHTHYES,NARCINIDAE,Narcine,timlei,,,,"(Bloch &amp; Schneider, 1801)",Vulnerable,A2d,3.1,Decreasing,Global
178756918,178756893,Berardius minimus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Berardius,minimus,,,,"Yamada, Kitamura &amp; Matsuishi, 2019",Near Threatened,A4b,3.1,Decreasing,Global
179971538,22698280,Pelecanoides garnotii,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pelecanoides,garnotii,,,,"(Lesson, 1828)",Near Threatened,B2b(iii),3.1,Increasing,Global
182279725,22697776,Eudyptes pachyrhynchus,ANIMALIA,CHORDATA,SPHENISCIFORMES,AVES,SPHENISCIDAE,Eudyptes,pachyrhynchus,,,,"Gray, 1845",Near Threatened,A2bce+3bce+4bce; B2b(v),3.1,Decreasing,Global
182703046,22697800,Megadyptes antipodes,ANIMALIA,CHORDATA,SPHENISCIFORMES,AVES,SPHENISCIDAE,Megadyptes,antipodes,,,,"(Hombron & Jacquinot, 1841)",Endangered,A2ade+4abde,3.1,Decreasing,Global
182762377,22735250,Eudyptes chrysocome,ANIMALIA,CHORDATA,SPHENISCIFORMES,AVES,SPHENISCIDAE,Eudyptes,chrysocome,,,,"(Forster, 1781)",Vulnerable,A2abcde+3bcde+4abcde,3.1,Decreasing,Global
183088698,22698001,Pterodroma alba,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pterodroma,alba,,,,"(Gmelin, 1789)",Vulnerable,"A2bce; B2ab(ii,iv,v)",3.1,Decreasing,Global
192479585,64411,Plectropomus areolatus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,EPINEPHELIDAE,Plectropomus,areolatus,,,,"(Rüppell, 1830)",Vulnerable,A2bd,3.1,Decreasing,Global
194720078,4292,Cetorhinus maximus,ANIMALIA,CHORDATA,LAMNIFORMES,CHONDRICHTHYES,CETORHINIDAE,Cetorhinus,maximus,,,,"(Gunnerus, 1765)",Endangered,A2bd,3.1,Decreasing,Global
196522247,157877009,Pseudobatos buthi,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINOBATIDAE,Pseudobatos,buthi,,,,"Rutledge, 2019",Vulnerable,A2d,3.1,Decreasing,Global
197258666,197258574,Squalus boretzi,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SQUALIDAE,Squalus,boretzi,,,,"Dolganov, 2019",Near Threatened,A2d,3.1,Decreasing,Global
198884880,199932,Hemiscyllium freycineti,ANIMALIA,CHORDATA,ORECTOLOBIFORMES,CHONDRICHTHYES,HEMISCYLLIIDAE,Hemiscyllium,freycineti,,,,"(Quoy &amp; Gaimard, 1824)",Near Threatened,"B2ab(ii,iii,v)",3.1,Decreasing,Global
198885260,195436,Hemiscyllium galei,ANIMALIA,CHORDATA,ORECTOLOBIFORMES,CHONDRICHTHYES,HEMISCYLLIIDAE,Hemiscyllium,galei,,,,"Allen &amp; Erdmann, 2008",Vulnerable,"B2ab(ii,iii,v)",3.1,Decreasing,Global
198885632,176486052,Hemiscyllium halmahera,ANIMALIA,CHORDATA,ORECTOLOBIFORMES,CHONDRICHTHYES,HEMISCYLLIIDAE,Hemiscyllium,halmahera,,,,"Allen, Erdmann &amp; Dudgeon, 2013",Near Threatened,"B2ab(ii,iii,v)",3.1,Decreasing,Global
198885960,195437,Hemiscyllium henryi,ANIMALIA,CHORDATA,ORECTOLOBIFORMES,CHONDRICHTHYES,HEMISCYLLIIDAE,Hemiscyllium,henryi,,,,"Allen &amp; Erdmann, 2008",Vulnerable,"B2ab(ii,iii,v)",3.1,Decreasing,Global
198886371,195438,Hemiscyllium michaeli,ANIMALIA,CHORDATA,ORECTOLOBIFORMES,CHONDRICHTHYES,HEMISCYLLIIDAE,Hemiscyllium,michaeli,,,,"Allen &amp; Dudgeon, 2010",Vulnerable,"B2ab(ii,iii,v)",3.1,Unknown,Global
198886746,41819,Hemiscyllium strahani,ANIMALIA,CHORDATA,ORECTOLOBIFORMES,CHONDRICHTHYES,HEMISCYLLIIDAE,Hemiscyllium,strahani,,,,"Whitley, 1967",Vulnerable,"B2ab(ii,iii,v)",3.1,Unknown,Global
199743048,144159779,Dipturus chilensis,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Dipturus,chilensis,,,,"(Guichenot, 1848)",Endangered,A2bd,3.1,Decreasing,Global
200320565,63111,Bathyraja brachyurops,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,ARHYNCHOBATIDAE,Bathyraja,brachyurops,,,,"(Fowler, 1910)",Near Threatened,A2bd,3.1,Decreasing,Global
200321617,63117,Bathyraja macloviana,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,ARHYNCHOBATIDAE,Bathyraja,macloviana,,,,"(Norman, 1937)",Near Threatened,A2bd,3.1,Decreasing,Global
201629674,201629258,Narke japonica,ANIMALIA,CHORDATA,TORPEDINIFORMES,CHONDRICHTHYES,NARKIDAE,Narke,japonica,,,,"(Temminck &amp; Schlegel, 1850)",Vulnerable,A2cd,3.1,Decreasing,Global
203720849,63128,Mustelus mento,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,TRIAKIDAE,Mustelus,mento,,,,"Cope, 1877",Critically Endangered,A2bd,3.1,Decreasing,Global
205765567,39387,Sphyrna tiburo,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,SPHYRNIDAE,Sphyrna,tiburo,,,,"(Linnaeus, 1758)",Endangered,A2bcd,3.1,Decreasing,Global
205782570,39370,Carcharhinus falciformis,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,falciformis,,,,"(Bibron, 1839)",Vulnerable,A2bd,3.1,Decreasing,Global
206647387,41747,Centroscymnus coelolepis,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SOMNIOSIDAE,Centroscymnus,coelolepis,,,,"Barbosa du Bocage &amp; de Brito Capello, 1864",Near Threatened,A2bd,3.1,Decreasing,Global
207283191,60170,Glaucostegus obtusus,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,GLAUCOSTEGIDAE,Glaucostegus,obtusus,,,,"(Müller &amp; Henle, 1841)",Critically Endangered,A2bd,3.1,Decreasing,Global
207731709,60175,Glaucostegus thouin,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,GLAUCOSTEGIDAE,Glaucostegus,thouin,,,,"(Anonymous [Lacepède], 1798)",Critically Endangered,A2bd,3.1,Decreasing,Global
210923623,22697742,Fregata andrewsi,ANIMALIA,CHORDATA,SULIFORMES,AVES,FREGATIDAE,Fregata,andrewsi,,,,"Mathews, 1914",Vulnerable,C1+2a(ii),3.1,Decreasing,Global
211715722,211714426,Squalus shiraii,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SQUALIDAE,Squalus,shiraii,,,,"Viana &amp; Carvalho, 2020",Vulnerable,A2bd,3.1,Decreasing,Global
212629880,3855,Carcharodon carcharias,ANIMALIA,CHORDATA,LAMNIFORMES,CHONDRICHTHYES,LAMNIDAE,Carcharodon,carcharias,,,,"(Linnaeus, 1758)",Vulnerable,A2bd,3.1,Decreasing,Global
212641186,39339,Alopias vulpinus,ANIMALIA,CHORDATA,LAMNIFORMES,CHONDRICHTHYES,ALOPIIDAE,Alopias,vulpinus,,,,"(Bonnaterre, 1788)",Vulnerable,A2bd,3.1,Decreasing,Global
213489185,22729604,Thalassarche cauta,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Thalassarche,cauta,,,,"(Gould, 1841)",Near Threatened,A3ce,3.1,Stable,Global
214368409,60200,Mobula thurstoni,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MOBULIDAE,Mobula,thurstoni,,,,"(Lloyd, 1908)",Endangered,A2bd+3d,3.1,Decreasing,Global
214371388,60199,Mobula tarapacana,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MOBULIDAE,Mobula,tarapacana,,,,"(Philippi, 1892)",Endangered,A2bd+3d,3.1,Decreasing,Global
214376402,41832,Mobula eregoodoo,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MOBULIDAE,Mobula,eregoodoo,,,,"(Cantor, 1849)",Endangered,A2bd+3d,3.1,Decreasing,Global
214381504,110847130,Mobula mobular,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MOBULIDAE,Mobula,mobular,,,,"(Bonnaterre, 1788)",Endangered,A2bd+3d,3.1,Decreasing,Global
214395983,195459,Mobula alfredi,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MOBULIDAE,Mobula,alfredi,,,,"(Krefft, 1868)",Vulnerable,A2bcd+3d,3.1,Decreasing,Global
214397182,198921,Mobula birostris,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MOBULIDAE,Mobula,birostris,,,,"(Walbaum, 1792)",Endangered,A2bcd+3d,3.1,Decreasing,Global
214405747,161439,Mobula kuhlii,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MOBULIDAE,Mobula,kuhlii,,,,"(Müller &amp; Henle, 1841)",Endangered,A2bd+3d,3.1,Decreasing,Global
214407880,60198,Mobula munkiana,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MOBULIDAE,Mobula,munkiana,,,,"Notarbartolo-di-Sciara, 1987",Vulnerable,A2d+3d,3.1,Decreasing,Global
214417808,214417427,Rhynchobatus mononoke,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINIDAE,Rhynchobatus,mononoke,,,,"Koeda, Itou, Yamada &amp; Motomura, 2020",Critically Endangered,A2bd,3.1,Decreasing,Global
214541137,17028,Phocoena sinus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,PHOCOENIDAE,Phocoena,sinus,,,,"Norris &amp; McFarland, 1958",Critically Endangered,A2a; C1+2a(ii); D; E,3.1,Decreasing,Global
215395045,12303,Lontra felina,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Lontra,felina,,,,"(Molina, 1782)",Endangered,A4ce,3.1,Decreasing,Global
217446244,15184,Ogilbia galapagosensis,ANIMALIA,CHORDATA,OPHIDIIFORMES,ACTINOPTERYGII,BYTHITIDAE,Ogilbia,galapagosensis,,,,"(Poll &amp; LeLeup, 1965)",Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
217447046,183395,Brachygenys jessiae,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,HAEMULIDAE,Brachygenys,jessiae,,,,"(Jordan &amp; Bollman, 1890)",Vulnerable,"B2ab(iii,v)c(iv); D2",3.1,Decreasing,Global
217447911,183690,Xenichthys agassizii,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,HAEMULIDAE,Xenichthys,agassizii,,,,"Steindachner, 1876",Vulnerable,"B2ab(iii,v)c(iv); D2",3.1,Decreasing,Global
217448475,183769,Paralabrax albomaculatus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SERRANIDAE,Paralabrax,albomaculatus,,,,"(Jenyns, 1840)",Endangered,A2bd,3.1,Decreasing,Global
217449660,184017,Azurina eupalama,ANIMALIA,CHORDATA,NOT ASSIGNED,ACTINOPTERYGII,POMACENTRIDAE,Azurina,eupalama,,,,"Heller &amp; Snodgrass, 1903",Critically Endangered,C2a(ii),3.1,Decreasing,Global
220840616,196087,Eptatretus taiwanae,ANIMALIA,CHORDATA,MYXINIFORMES,MYXINI,MYXINIDAE,Eptatretus,taiwanae,,,,"(Shen &amp; Tao, 1975)",Endangered,"B1ab(iii,v)",3.1,Unknown,Global
220844245,196084,Eptatretus nelsoni,ANIMALIA,CHORDATA,MYXINIFORMES,MYXINI,MYXINIDAE,Eptatretus,nelsoni,,,,"(Kuo, Huang &amp; Mok, 1994)",Vulnerable,B1ab(iii),3.1,Unknown,Global
220845467,196082,Eptatretus fernholmi,ANIMALIA,CHORDATA,MYXINIFORMES,MYXINI,MYXINIDAE,Eptatretus,fernholmi,,,,"Kuo, Huang &amp; Mok, 1994",Vulnerable,B1ab(iii),3.1,Unknown,Global
220847576,196080,Eptatretus cheni,ANIMALIA,CHORDATA,MYXINIFORMES,MYXINI,MYXINIDAE,Eptatretus,cheni,,,,"(Shen &amp; Tao, 1975)",Vulnerable,B1ab(iii),3.1,Unknown,Global
221513674,39369,Carcharhinus hemiodon,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,hemiodon,,,,"(Valenciennes in Müller &amp; Henle, 1839)",Critically Endangered,C2a(i),3.1,Unknown,Global
227578157,241,Acipenser mikadoi,ANIMALIA,CHORDATA,ACIPENSERIFORMES,ACTINOPTERYGII,ACIPENSERIDAE,Acipenser,mikadoi,,,,"Hilgendorf, 1892",Critically Endangered,"A2bc; C2a(i,ii)",3.1,Decreasing,Global
234712764,230027154,Charadrius mongolus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,CHARADRIIDAE,Charadrius,mongolus,,,,"Pallas, 1776",Endangered,A2bce+4bce,3.1,Decreasing,Global
238328080,183800,Akko rossi,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Akko,rossi,,,,"Van Tassell &amp; Baldwin, 2004",Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
238333831,183914,Evermannia erici,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Evermannia,erici,,,,"Bussing, 1983",Endangered,B2ab(iii),3.1,Unknown,Global
238336371,183748,Gobiosoma homochroma,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Gobiosoma,homochroma,,,,"(Ginsburg, 1939)",Near Threatened,"B2ab(iii,v)",3.1,Decreasing,Global
238341558,154699,Mugilogobius fasciatus,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Mugilogobius,fasciatus,,,,"Larson, 2001",Near Threatened,B2ab(iii),3.1,Decreasing,Global
238996187,68001143,Calumia papuensis,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,ELEOTRIDAE,Calumia,papuensis,,,,"Allen &amp; Erdmann, 2010",Near Threatened,B2ab(iii),3.1,Decreasing,Global
241132779,241132777,Altrichthys alelia,ANIMALIA,CHORDATA,NOT ASSIGNED,ACTINOPTERYGII,POMACENTRIDAE,Altrichthys,alelia,,,,"Bernardi, Longo &amp; Quiros, 2017",Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
241133556,241133554,Pandaka pusilla,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Pandaka,pusilla,,,,"Herre, 1927",Vulnerable,B2ab(iii),3.1,Decreasing,Global
241147114,241147112,Scartelaos gigas,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Scartelaos,gigas,,,,"Chu &amp; Wu, 1963",Vulnerable,A2bcd,3.1,Decreasing,Global
241147382,241147380,Periophthalmus spilotus,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Periophthalmus,spilotus,,,,"Murdy &amp; Takita, 1999",Vulnerable,B2ab(iii),3.1,Decreasing,Global
241147460,241147458,Parkraemeria rhinoceros,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Parkraemeria,rhinoceros,,,,"Suzuki &amp; Senou, 2013",Vulnerable,B2ab(iii),3.1,Decreasing,Global
241147992,241147990,Lethops connectens,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Lethops,connectens,,,,"Hubbs, 1926",Vulnerable,B2ab(iii),3.1,Decreasing,Global
241148114,241148112,Gillichthys detrusus,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Gillichthys,detrusus,,,,"Gilbert &amp; Scofield, 1898",Endangered,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
241148224,241148222,Eugnathogobius stictos,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Eugnathogobius,stictos,,,,"Larson, 2009",Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
241148234,241148232,Eucyclogobius kristinae,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Eucyclogobius,kristinae,,,,"Swift, Spies, Ellingson &amp; Jacobs, 2016",Critically Endangered,"B1ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
241148255,241148253,Egglestonichthys ulbubunitj,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Egglestonichthys,ulbubunitj,,,,"Larson, 2013",Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
241148840,241148837,Boleophthalmus pectinirostris,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Boleophthalmus,pectinirostris,,,,"(Linnaeus, 1758)",Vulnerable,A2bcd,3.1,Decreasing,Global
241149264,241149261,Oxyeleotris siamensis,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,ELEOTRIDAE,Oxyeleotris,siamensis,,,,"(Günther, 1861)",Near Threatened,B2ab(iii),3.1,Decreasing,Global
241150345,241150343,Ecsenius springeri,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,BLENNIIDAE,Ecsenius,springeri,,,,"Allen, Erdmann &amp; Liu, 2019",Endangered,B1ab(iii)c(i)+2b(iii),3.1,Unknown,Global
241151043,241151041,Tomiyamia nudicervica,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Tomiyamia,nudicervica,,,,"(Tomiyama, 1934)",Near Threatened,A2d,3.1,Unknown,Global
241151647,241151645,Bostrychus scalaris,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,ELEOTRIDAE,Bostrychus,scalaris,,,,"Larson, 2008",Vulnerable,B2ab(iii),3.1,Decreasing,Global
244489836,258684981,Eucyclogobius newberryi,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Eucyclogobius,newberryi,,,,(Girard 1856),Vulnerable,"B2ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
247654386,4615,Chelonia mydas,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,CHELONIIDAE,Chelonia,mydas,,,,"(Linnaeus, 1758)",Endangered,A2bd,3.1,Decreasing,Global
250593104,250584055,Hippocampus haema,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Hippocampus,haema,,,,"Han, Kim, Kai &amp; Senou, 2017",Vulnerable,A2c,3.1,Decreasing,Global
250593119,250584632,Hippocampus waleananus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Hippocampus,waleananus,,,,"Gomon &amp; Kuiter, 2009",Critically Endangered,A2b+3b,3.1,Decreasing,Global
250593139,250587627,Stigmatopora harastii,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Stigmatopora,harastii,,,,"Short &amp; Trevor-Jones, 2020",Endangered,B1ab(iii),3.1,Decreasing,Global
252735337,252731894,Luciogobius griseus,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Luciogobius,griseus,,,,"Koreeda, Maeda &amp; Motomura, 2023",Vulnerable,B2ab(iii),3.1,Decreasing,Global
253117341,253117160,Rhynchobatus laevis,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINIDAE,Rhynchobatus,laevis,,,,"(Bloch &amp; Schneider, 1801)",Critically Endangered,A2bd,3.1,Decreasing,Global
253390478,68399092,Branchiostegus albus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,MALACANTHIDAE,Branchiostegus,albus,,,,"Dooley, 1978",Near Threatened,A2d,3.1,Decreasing,Global
253390488,68399123,Branchiostegus argentatus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,MALACANTHIDAE,Branchiostegus,argentatus,,,,"(Cuvier, 1830)",Near Threatened,A2d,3.1,Decreasing,Global
253390518,68399203,Branchiostegus auratus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,MALACANTHIDAE,Branchiostegus,auratus,,,,"(Kishinouye, 1907)",Near Threatened,A2d,3.1,Decreasing,Global
254964078,162293947,Centrophorus granulosus,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,CENTROPHORIDAE,Centrophorus,granulosus,,,,"(Bloch &amp; Schneider, 1801)",Endangered,A2bd,3.1,Decreasing,Global
254975849,41871,Centrophorus squamosus,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,CENTROPHORIDAE,Centrophorus,squamosus,,,,"(Bonnaterre, 1788)",Endangered,A2bd,3.1,Decreasing,Global
254988584,41745,Centrophorus uyato,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,CENTROPHORIDAE,Centrophorus,uyato,,,,"(Rafinesque, 1810)",Endangered,A2bd,3.1,Decreasing,Global
255043036,161551,Deania profundorum,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,CENTROPHORIDAE,Deania,profundorum,,,,"(Smith &amp; Radcliffe, 1912)",Near Threatened,A2d,3.1,Decreasing,Global
263199517,17177,Phyllopteryx taeniolatus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Phyllopteryx,taeniolatus,,,,"(Lacepède, 1804)",Vulnerable,A2bc,3.1,Decreasing,Global
267274043,161384,Centrophorus atromarginatus,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,CENTROPHORIDAE,Centrophorus,atromarginatus,,,,"Garman, 1913",Critically Endangered,A2bd,3.1,Decreasing,Global
267274929,44563,Centrophorus isodon,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,CENTROPHORIDAE,Centrophorus,isodon,,,,"(Chu, Meng &amp; Liu, 1981)",Endangered,A2d,3.1,Decreasing,Global
267275997,162292301,Centrophorus longipinnis,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,CENTROPHORIDAE,Centrophorus,longipinnis,,,,"White, Ebert &amp; Naylor, 2017",Endangered,A2d,3.1,Decreasing,Global
267277845,42838,Centrophorus moluccensis,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,CENTROPHORIDAE,Centrophorus,moluccensis,,,,"Bleeker, 1860",Vulnerable,A2bd,3.1,Decreasing,Global
267283710,41798,Deania calceus,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,CENTROPHORIDAE,Deania,calceus,,,,"(Lowe, 1839)",Near Threatened,A2bd,3.1,Decreasing,Global
267298077,161635,Deania quadrispinosa,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,CENTROPHORIDAE,Deania,quadrispinosa,,,,"(McCulloch, 1915)",Vulnerable,A2bd,3.1,Decreasing,Global
268790096,39324,Notorynchus cepedianus,ANIMALIA,CHORDATA,HEXANCHIFORMES,CHONDRICHTHYES,HEXANCHIDAE,Notorynchus,cepedianus,,,,"(Péron, 1807)",Vulnerable,A2bd,3.1,Decreasing,Global
274966962,63572,Pterapogon kauderni,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,APOGONIDAE,Pterapogon,kauderni,,,,"Koumans, 1933",Endangered,"B2ab(ii,iii,iv,v)",3.1,Decreasing,Global
