Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
CEBC003062,Distichlis spicata - Sarcocornia pacifica,seashore saltgrass - Pacific swampfire,CDFmm/Em03; CWHxm1/Em03,S1S2 (2018),Red,GNR (2008),N/A,N/A,,,Y,
ABPBXA9010,Dolichonyx oryzivorus,Bobolink,BG; BWBS; CDF; CWH; ICH; IDF; PP; SBS,S2?B (2022),Red,G5 (2016),SC,1-T (2017),,,Y,Y
IISIP24010,Dolichopsyllus stylosus,A Flea,,S3 (2020),Blue,GNR,,,,,,
PDPRI04020,Douglasia gormanii,Gorman's douglasia,BAFAun; BWBSdk,S2S3 (2019),Blue,G4 (2015),,,,,Y,
PDCAM06060,Downingia elegans,common downingia,IDFdw,SX (2019),Red,G5 (1987),,,,,Y,
PDBRA113T0,Draba franktonii,Frankton's draba,BAFAun,S2S3 (2019),Blue,G2G3 (2019),,,,,Y,
PDBRA11100,Draba glabella,smooth draba,CWHwm; SBPSxc; SWBmk; SWBuns,SH (2019),Red,G5 (2024),,,,,Y,
PDBRA113Y0,Draba taylori,Taylor's draba,IMAun,S3 (2019),Blue,G3 (2024),,,,,Y,
PDBRA112N0,Draba ventosa,Wind River draba,BAFA; CMA; IMA,S2S3 (2019),Blue,G3 (2009),,,,,Y,
IILEU23110,Drepanulatrix monicaria,,,S2S4 (2020),Blue,G4 (2011),,,,,,
PDDRO02060,Drosera linearis,slender-leaf sundew,SBSdh,S2S3 (2019),Blue,G4G5 (2016),,,,,Y,
PDROS1B061,Drymocallis arguta,tall wood beauty,,S3 (2022),Blue,G5 (2024),,,,,Y,
ABNYF07070,Dryobates albolarvatus,White-headed Woodpecker,BG; ICH; IDF; PP,S1 (2022),Red,G4 (2016),E,1-E (2003),Y,,Y,Y
PPDRY0A020,Dryopteris arguta,coastal wood fern,CDFmm,S3 (2019),Blue,G5 (2011),SC,1-SC (2003),,,Y,
NFAUR0G010,Ductifera sucina,,,S2S4 (2021),Blue,GNR,,,,,,
CEBC003029,Dulichium arundinaceum Herbaceous Vegetation,three-way sedge,CDFmm/Wm51; CWHmm1/Wm51; CWHxm2/Wm51; ICHwk1/Wm51,S1 (2022),Red,GNR,N/A,N/A,,South Central Coast LUO,Y,
IILEU5K040,Dysstroma suspectata,,,S3S5 (2020),Blue,G5 (2018),,,,,,
NBMUSA6010,Echinophyllum sachalinense,,,S2S3 (2024),Blue,GNR,,,,,,
IIDIP07030,Efferia okanagana,Okanagan Hammertail,,S1S2 (2019),Red,G1G2 (2020),E,1-E (2017),,,Y,Y
IILEG2F120,Elachista hololeuca,a glass miner moth,,S2S4 (2020),Blue,GNR,,,,,,
IILEG2F140,Elachista lamina,a glass miner moth,,S3S4 (2020),Blue,GNR,,,,,,
NFNHP00023,Elaphomyces muricatus,,,S2S4 (2021),Blue,G4G5 (2023),,,,,,
PDELT02030,Elatine brachysperma,short-seeded waterwort,CWHxm,S1 (2019),Red,G5 (2024),,,,,Y,
PMCYP09040,Eleocharis atropurpurea,purple spike-rush,ICHmw,S1 (2019),Red,G4G5 (2002),,,,,Y,
PMCYP090M0,Eleocharis engelmannii,Englemann's spike-rush,PPxh,S3 (2019),Blue,G4G5 (2024),,,,,Y,
PMCYP090T0,Eleocharis geniculata,bent spike-rush,BGxh,S1S2 (2019),Red,G5 (2016),E,1-E (2011),,,,Y
PMCYP09180,Eleocharis nitida,slender spike-rush,CWHms,S3 (2019),Blue,G4 (2016),,,,,Y,
CEBC003030,Eleocharis palustris Herbaceous Vegetation,common spike-rush Herbaceous Vegetation,BGxh2/Wm04; BGxw1/Wm04; BGxw2/Wm04; CDFmm/Wm04; CWH/Wm04; ESSFdv/Wm04; ESSFdv1/Wm04; ESSFdv2/Wm04; ICHdm/Wm04; ICHdw1/Wm04; ICHdw4/Wm04; ICHmk1/Wm04; ICHmk4/Wm04; ICHmw2/Wm04; ICHmw4/Wm04; ICHmw5/Wm04; ICHxm1/Wm04; ICHxw/Wm04; IDFdh/Wm04; IDFdk5/Wm04; IDFdm1/Wm04; IDFdm2/Wm04; IDFxh1/Wm04; IDFxh2/Wm04; IDFxk/Wm04; IDFxm/Wm04; IDFxx1/Wm04; IDFxx2/Wm04; MSdk/Wm04; MSdm1/Wm04; MSdw/Wm04; PPxh1/Wm04; PPxh2/Wm04; SBSdk/Wm04; SBSmk2/Wm04,S3 (2023),Blue,GNR,N/A,N/A,,,Y,
CEBC003031,Eleocharis quinqueflora / Drepanocladus spp.,few-flowered spike-rush / hook-mosses,MSdm2/Wf09; MSxk1/Wf09; MSxk2/Wf09; MSxv/Wf09; SBPSxc/Wf09; SBSmc2/Wf09; BWBSdk/Wf09; ESSFdc1/Wf09; ESSFdc2/Wf09; ESSFdh1/Wf09; ESSFmc/Wf09; ESSFmh/Wf09; ESSFmw1/Wf09; ESSFxc/Wf09; ESSFxc1/Wf09; ESSFxc2/Wf09; ESSFxc3/Wf09; ESSFxv1/Wf09,S3 (2022),Blue,GNR,N/A,N/A,,Central and North Coast LUO,Y,
PDSAX0B010,Elmera racemosa,elmera,CMAunp; MHmm,S2 (2019),Red,G4G5 (1984),,,,,Y,
IILER09010,Elophila icciusalis,Pondside Pyralid Moth,,S3? (2020),Blue,GNR,,,,,,
PMPOA2H0M3,Elymus curvatus,beardless wildrye,ICHxw,S2S3 (2019),Blue,G4G5 (2016),,,,,Y,
ABPAE33100,Empidonax wrightii,Gray Flycatcher,BG; IDF; PP,S2S3B (2022),Blue,G5 (2016),NAR,,,,Y,
IIODO71130,Enallagma civile,Familiar Bluet,IDF; MH; SBPS; SBS,SH (2023),Red,G5 (2015),,,,,,
IIODO71290,Enallagma clausum,Alkali Bluet,BAFA; BG; CDF; CMA; CWH; ESSF; ICH; IDF; IMA; MH; MS; PP; SBPS,S3 (2023),Blue,G5 (2015),,,,,,
IILEYC9040,Enargia fausta,,,S3S5 (2020),Blue,GNR,,,,,,
NBMUS2M040,Encalypta brevipes,,BAFA; SBS,S3? (2024),Blue,G3 (1999),,,,,,
NBMUS2M110,Encalypta mutica,,BWBS; ICH; SWB,S3? (2024),Blue,G3 (2015),,,,,,
AMAJF09010,Enhydra lutris,Sea Otter,,S3S4 (2022),Blue,G4 (2016),SC,1-SC (2009),,,,
NLART05090,Enterographa oregonensis,,,S1S2 (2020),Red,GNR,,,,,,
NLART050C0,Enterographa pallidella,,,S1S2 (2020),Red,GNR,,,,,,
NBMUS2N040,Entodon concinnus,,CWH; SWB,S3? (2024),Blue,G4G5 (2015),,,,,,
NFFUNENBL1,Entoloma bloxamii,,,S2S3 (2021),Blue,GNR,,,,,,
NFENT00090,Entoloma occidentale,,,S2S3 (2021),Blue,GNR,,,,,,
NFAGA0C0M0,Entoloma serrulatum,,,S3 (2021),Blue,GNR,,,,,,
NFAGA0C0N0,Entoloma sinuatum,,,S2S4 (2021),Blue,GNR,,,,,,
NFAGA0C1E0,Entoloma versatile,,,S3 (2021),Blue,GNR,,,,,,
AFBAA02120,Entosphenus macrostomus,Cowichan Lake Lamprey,CWH,S2 (2019),Red,G2 (2019),T,1-T (2003),,,Y,
NBMUS2P080,Entosthodon rubiginosus,rusty cord-moss,PP,S3 (2024),Blue,G1G3 (2025),SC,1-E (2021),,,Y,Y
IILEP04021,Epargyreus clarus californicus,"Silver-spotted Skipper, californicus subspecies",CDF; CWH,S1 (2023),Red,G5TNR,,,,,,
IILEP04022,Epargyreus clarus clarus,"Silver-spotted Skipper, clarus subspecies",ESSF; ICH; IDF; PP,S3 (2023),Blue,G5T5 (2003),,,,,,
IILERBL030,Ephestiodes erythrella,,,S3S5 (2020),Blue,GNR,,,,,,
PDONA06070,Epilobium davuricum,northern swamp willowherb,BAFA; CMA; SWBun,SH (2019),Red,G5 (2012),,,,,Y,
PDONA01020,Epilobium densiflorum,dense spike-primrose,CDFmm,S2 (2019),Red,G5 (2025),E,1-E (2006),,,Y,
PDONA060K0,Epilobium mirabile,hairy-stemmed willowherb,ESSFmw,S3 (2022),Blue,G4 (2025),,,,,,
PDONA060W0,Epilobium saximontanum,Rocky Mountain willowherb,ESSFdkp; MSdk,S2 (2022),Red,G5 (1984),,,,,Y,
PDONA06250,Epilobium smithii,Smith's willowherb,ESSFdc,S3 (2019),Blue,GNR,,,,,Y,
PDONA01050,Epilobium torreyi,brook spike-primrose,CDFmm,SH (2019),Red,G5 (1988),E,1-E (2007),,,Y,
IILEA01030,Epimartyria bimaculella,a mandibulate archaic moth,,S3S4 (2020),Blue,GNR,,,,,,
IILEM17100,Epinotia castaneana,,,S3S5 (2020),Blue,GNR,,,,,,
IILEM17810,Epinotia cinereana,a tortricid moth,,S3S5 (2020),Blue,GNR,,,,,,
IILEM17450,Epinotia emarginana,a tortricid moth,,S2S3 (2020),Blue,GNR,,,,,,
IILEM17190,Epinotia hopkinsana,a tortricid moth,,S2S4 (2020),Blue,GNR,,,,,,
IILEM17110,Epinotia johnsonana,a tortricid moth,,S3 (2020),Blue,GNR,,,,,,
IILEM17640,Epinotia lomonana,,,S3S4 (2020),Blue,GNR,,,,,,
IILEM17200,Epinotia subviridis,a tortricid moth,,S3S4 (2020),Blue,GNR,,,,,,
IILEM17350,Epinotia terracoctana,a tortricid moth,,S3 (2020),Blue,GNR,,,,,,
IISIP27020,Epitedia scapani,A Flea,,S2? (2020),Red,GNR,,,,,,
CEBC003032,Equisetum fluviatile - Carex utriculata,swamp horsetail - beaked sedge,BGxh2/Wm02; BGxw1/Wm02; BWBSdk/Wm02; BWBSmk/Wm02; ESSFmw/Wm02; ICHdm/Wm02; ICHdw1/Wm02; ICHdw4/Wm02; ICHmk1/Wm02; ICHmk4/Wm02; ICHmw2/Wm02; ICHmw3/Wm02; ICHmw4/Wm02; ICHmw5/Wm02; ICHwk4/Wm02; ICHxm1/Wm02; ICHxw/Wm02; IDFdc/Wm02; IDFdk1/Wm02; IDFdk2/Wm02; IDFdk5/Wm02; IDFdm1/Wm02; IDFdm2/Wm02; IDFxh1/Wm02; IDFxh2/Wm02; IDFxk/Wm02; IDFxx2/Wm02; MSdc2/Wm02; MSdk/Wm02; MSdm1/Wm02; MSdm2/Wm02; MSdm3/Wm02; MSdm3w/Wm02; MSdw/Wm02; MSmw2/Wm02; MSxk/Wm02; MSxk1/Wm02; MSxk2/Wm02; MSxk3/Wm02; MSxv/Wm02; PPdh2/Wm02; PPxh1/Wm02; PPxh2/Wm02; SBPSdc/Wm02; SBPSmk/Wm02; SBPSxc/Wm02; SBSdk/Wm02; SBSdw3/Wm02; SBSmk2/Wm02; SBSwk1/Wm02,S3 (2010),Blue,G4,N/A,N/A,,,Y,
IILEPN8150,Erebia mackinleyensis,Mt.McKinley Alpine,BAFA; BWBS; SWB,S2? (2020),Red,G5 (2020),,,,,,
IILEPN8040,Erebia magdalena,Magdalena Alpine,ESSF; ICH; IMA,S2S3 (2020),Blue,G4G5 (2023),,,,,,
IILEPN8070,Erebia pawloskii,Yellow-dotted Alpine,BWBS; SWB,S2? (2020),Red,G5 (2023),,,,,Y,
ILARA77020,Eremobates scaber,,,S1S2 (2024),Red,GNR,,,,,,
NBHEP06010,Eremonotus myriocarpus,,,S3 (2021),Blue,G3G5 (2010),,,,,,
ABPAT02010,Eremophila alpestris,Horned Lark,BAFA; BG; BWBS; CMA; CWH; ESSF; ICH; IDF; IMA; MH; MS; PP; SBPS; SBS; SWB,S3S5 (2022),Blue,G5 (2016),,,,,,
ABPAT0201F,Eremophila alpestris merrilli,"Horned Lark, merrilli subspecies",BG; ICH; IDF; PP,S1S3 (2022),Red,G5T4 (2016),,,,,,
ABPAT0201L,Eremophila alpestris strigata,"Horned Lark, strigata subspecies",CDF; CWH,SXB (2019),Red,G5T2 (2016),E,1-E (2005),,,Y,
PDAST3L0K0,Ericameria bloomeri,rabbitbrush goldenweed,IDFdm,S2S3 (2019),Blue,G4 (2025),DD,,,,Y,
PDAST3M5W0,Erigeron lackschewitzii,Lackschewitz's fleabane,,S2 (2024),Red,G3 (2018),,,,,,
PDAST3M280,Erigeron leibergii,Leiberg's daisy,IDFxh,SH (2019),Red,G3? (2000),DD,,,,Y,
PDAST3M690,Erigeron ochroleucus,buff daisy,IMA,S2S3 (2019),Blue,G5 (2022),,,,,Y,
PDAST3M365,Erigeron philadelphicus var. glaber,salt marsh Philadelphia daisy,CDFmm; CWHxm,S2S3 (2022),Blue,G5T2T3 (2022),,,,,Y,
PDAST3M3B2,Erigeron poliospermus var. poliospermus,cushion daisy,BGxh,S3 (2019),Blue,G4T4 (1997),,,,,Y,Y
PDAST3M3L0,Erigeron radicatus,taproot fleabane,,S1 (2024),Red,G3G4 (2016),,,,,,
PDAST3M461,Erigeron uniflorus var. eriocephalus,northern daisy,BAFA; CMA; SWBun,SH (2019),Red,G4G5T4T5 (2016),,,,,Y,
NLT0028170,Erinacellus dendroides,,,S1 (2019),Red,GNR,,,,,,
PMPOA5X182,Eriocoma nelsonii ssp. nelsonii,Nelson's needlegrass,,S1S3 (2015),Red,G5T5 (2012),,,,,Y,
PMPOA5X120,Eriocoma thurberiana,Thurber's needlegrass,BGxh; PPxh,S3 (2019),Blue,G5 (1987),,,,,Y,
IILEB02010,Eriocrania semipurpurella,Purplish Birch-miner Moth,,S3S4 (2020),Blue,GNR,,,,,,
NLLEC62020,Erioderma sorediatum,vole felt,CWHvh; CWHwh; CWHxm,S2S3 (2019),Blue,G4G5 (2017),,,,,,
PDPGN08090,Eriogonum androsaceum,androsace buckwheat,ESSFdk; IMA,S2 (2022),Red,G4 (2016),,,,,Y,
PDPGN082R3,Eriogonum heracleoides var. leucophaeum,parsnip-flowered buckwheat,IDFxh,S1S2 (2019),Red,G5T2T3 (2004),,,,,Y,
PDPGN084Z1,Eriogonum pyrolifolium var. coryphaeum,alpine buckwheat,IMA,S2? (2019),Red,G4T4? (2002),,,,,Y,
CEBC003033,Eriophorum angustifolium - Carex limosa,narrow-leaved cotton-grass - shore sedge,BWBSdk/Wf13; ESSFdc1/Wf13; ESSFdc2/Wf13; ESSFdc3/Wf13; ESSFdcw/Wf13; ESSFdh1/Wf13; ESSFdk1/Wf13; ESSFdk2/Wf13; ESSFdkw/Wf13; ESSFmc/Wf13; ESSFmh/Wf13; ESSFmw/Wf13; ESSFmw1/Wf13; ESSFun/Wf13; ESSFwc2/Wf13; ESSFwc4/Wf13; ESSFwcw/Wf13; ESSFwh1/Wf13; ESSFwh2/Wf13; ESSFwh3/Wf13; ESSFwm1/Wf13; ESSFwm2/Wf13; ESSFwm3/Wf13; ESSFwm4/Wf13; ESSFwmw/Wf13; ESSFxc/Wf13; ESSFxc1/Wf13; ESSFxc2/Wf13; ESSFxc3/Wf13; MSdm1/Wf13; MSdm2/Wf13; MSxk1/Wf13; MSxk2/Wf13; SBSwk2/Wf13,S3 (2004),Blue,G3,N/A,N/A,,,Y,
CEBC002035,Eriophorum scheuchzeri Herbaceous Vegetation,Scheuchzer's cotton-grass Herbaceous Vegetation,ESSFdk2; ESSFdkp; IMA,S1S2 (2011),Red,GNR,N/A,N/A,,,,
IILEP37160,Erynnis afranius,Afranius Duskywing,CMA; CWH; ESSF; ICH; MH,S1S3 (2020),Red,G5 (2020),,,,,,
IILEP37050,Erynnis propertius,Propertius Duskywing,CDF; CMA; CWH; MH,S2 (2020),Red,G5 (2020),,,,,Y,
PDBRA16059,Erysimum capitatum var. purshii,Pursh's wallflower,ICHxw,S3 (2019),Blue,G5TNR,,,,,Y,
PDBRA160J0,Erysimum pallasii,Pallas' wallflower,BAFAun; CMA,S2S3 (2019),Blue,G4G5 (2016),,,,,,
PDSCR1B0X0,Erythranthe dentata,tooth-leaved monkey-flower,CWHvh; CWHvm,S3 (2019),Blue,G5 (1990),,,,,Y,
PDSCR1B2L0,Erythranthe suksdorfii,Suksdorf's monkey-flower,IDFdk; IDFxh; PPdh,S3 (2019),Blue,G4 (2023),,,,,Y,
PMLIL0U0A0,Erythronium montanum,white glacier lily,CMA; CWHds; CWHvh; CWHvm; MHmm,S3 (2019),Blue,G4 (1988),,,,,Y,
AMAGG01015,Eschrichtius robustus pop. 4,Grey Whale - Northern Pacific Migratory Population,,S3S4 (2023),Blue,G4TNRQ,NAR,,,,,
AMAGG01016,Eschrichtius robustus pop. 5,Grey Whale - Pacific Coast Feeding Group Population,,S1 (2021),Red,G4TNRQ,E,,,,,
AMAGG01017,Eschrichtius robustus pop. 6,Grey Whale - Western Pacific Population,,S1 (2021),Red,G4TNRQ,E,,,,,
IILEG0D120,Ethmia albistrigella,a glass miner moth,,S3S5 (2020),Blue,GNR,,,,,,
IILEG0D430,Ethmia marmorea,,,S3S5 (2020),Blue,GNR,,,,,,
AMAGJ02020,Eubalaena japonica,North Pacific Right Whale,,S1 (2019),Red,G1 (2016),E,1-E (2006),,,,
IILEJ04010,Euceratia castella,a moth,,S3 (2020),Blue,GNR,,,,,,
IILEY8N020,Euchalcia borealis,,,S3S4 (2020),Blue,G3G4 (2018),,,,,,
IILEU2F110,Euchlaena marginaria,Ochre Euchlaena Moth,,S3S5 (2020),Blue,G5 (2017),,,,,,
IILEPA5011,Euchloe ausonides insulanus,"Large Marble, insulanus subspecies",CDF; CWH,SX (2021),Red,G4?T1 (2010),XT,1-XT (2003),,,,
IILEPA5013,Euchloe ausonides ogilvia,"Large Marble, ogilvia subspecies",BAFA; BWBS; ESSF; SBS; SWB,S3 (2021),Blue,G4?T5 (2016),,,,,,
IILEPA5050,Euchloe naina,Green Marble,BAFA; BWBS; SWB,S2S3 (2020),Blue,G4G5 (2020),,,,,,
AMACC07010,Euderma maculatum,Spotted Bat,BG; IDF; PP,S3S4 (2022),Blue,G4 (2016),SC,1-SC (2005),Y,,Y,Y
IILER04130,Eudonia leucophthalma,a crambid snout moth,,S2S3 (2020),Blue,GNR,,,,,,
IILEJ0K030,Euhyponomeutoides gracilariella,,,S3S5 (2020),Blue,GNR,,,,,,
IILERBK010,Eulogia ochrifrontella,Broad-banded Eulogia Moth,,S3S5 (2020),Blue,GNR,,,,,,
AMAJC03010,Eumetopias jubatus,Steller Sea Lion,CDF; CWH; MH,"S3S4B,S4N (2022)",Blue,G3 (2016),SC,1-SC (2005),,,Y,
PDCEL05071,Euonymus occidentalis var. occidentalis,western strawberry-bush,CWHxm,S1 (2019),Red,G5TNR,,,,,Y,
NLT0010660,Euopsis pulvinata,greater rockbud,,S3 (2019),Blue,GNR,,,,,,
ABPBXB5010,Euphagus carolinus,Rusty Blackbird,BG; BWBS; CDF; CWH; ESSF; MS; PP; SBPS; SBS; SWB,S3S4B (2015),Blue,G4 (2016),SC,1-SC (2009),,,,
IILEPK405K,Euphydryas editha taylori,"Edith's Checkerspot, taylori subspecies",CDF; CWH,S1 (2021),Red,G4G5T1 (2008),E,1-E (2003),,,Y,
IILEPK4010,Euphydryas gillettii,Gillette's Checkerspot,CMA; ESSF; MS,S2S3 (2020),Blue,G3 (2020),,,Y,,Y,
IILEP77100,Euphyes vestris,Dun Skipper,CDF; CMA; CWH; ESSF; IDF; IMA; MH; PP,S2S3 (2020),Blue,G5 (2020),T,1-T (2003),,,Y,
IILEU72D30,Eupithecia gilvipennata,,,S3? (2020),Blue,G4 (2011),,,,,,
IILEPJ5010,Euptoieta claudia,Variegated Fritillary,ESSF; ICH; IMA; PP,S3N (2020),Blue,G5 (2023),,,,,,
PDASTEB0K0,Eurybia radulina,rough-leaved aster,CDFmm; CWHxm,S2 (2022),Red,G4G5 (2024),T,,,,Y,
PDBRA05020,Eutrema salsugineum,saltwater cress,IDFdm; IDFun,S2S3 (2019),Blue,G5? (2015),,,,,Y,
IILEYKV0C0,Euxoa macleani,,,S3S5 (2020),Blue,GU (2001),,,,,,
IILERBJ050,Euzophera habrella,a pyralid moth,,S3S5 (2020),Blue,GNR,,,,,,
IILER21010,Evergestis pallidata,Purple-backed Cabbageworm Moth,,S3S4 (2020),Blue,G5 (2003),,,,,,
IILER21140,Evergestis subterminalis,,,S3S4 (2020),Blue,GNR,,,,,,
NLT0010670,Evernia divaricata,mountain oakmoss,BWBSvk; ESSFdk; ESSFmmp; ESSFwc; ICHdw; IDFmw; SWBvk,S3 (2019),Blue,G4G5 (2001),,,,,,
NLT0010690,Evernia perfragilis,arctic oakmoss,,S2S3 (2023),Blue,G4G5 (2013),,,,,,
IILEG02080,Exaeretia nivalis,a grass miner moth,,S3S5 (2020),Blue,GNR,,,,,,
NBMUS2V030,Fabronia pusilla,silver hair moss,CWHdm,S1S3 (2024),Red,G4G5 (2005),E,1-E (2005),,,Y,
ABNKD06090,Falco mexicanus,Prairie Falcon,BG; BWBS; CDF; CWH; ESSF; ICH; IDF; MS; PP; SBS,S1 (2018),Red,G5 (2016),NAR,,Y,,,Y
ABNKD06071,Falco peregrinus anatum,"Peregrine Falcon, anatum subspecies",BG; BWBS; CDF; CWH; IDF; MS; PP; SBS,S2? (2011),Red,G4T4 (2016),NAR,,,,,Y
ABNKD06073,Falco peregrinus pealei,"Peregrine Falcon, pealei subspecies",CDF; CWH,S3S4 (2019),Blue,G4T3 (2016),SC,1-SC (2003),,,,Y
ABNKD06080,Falco rusticolus,Gyrfalcon,BAFA; BG; BWBS; CDF; CWH; ICH; IDF; SBPS; SBS; SWB,"S3S4B,SNRN (2015)",Blue,G5 (2016),NAR,,,,,Y
CEBC003125,Festuca campestris - Eriogonum umbellatum - Eremogone capillaris,rough fescue - sulphur buckwheat - thread-leaved sandwort,ESSFdk1/Gg16; ESSFdk1/Vh12; ESSFdk2/Gg16; ESSFdkp/Gg16; ESSFdkw/Gg16; ESSFdkw/Vh12; ESSFwm3/Gg16; ESSFwm4/Gg16; ESSFwmp/Gg16; ESSFwmw/Gg16,S1S2 (2021),Red,GNR,N/A,N/A,,,Y,
CEBC003130,Festuca campestris - (Festuca idahoensis) - Achillea borealis - Cladonia spp.,rough fescue - (Idaho fescue) - yarrow - clad lichens,/; IDFxx2/Gg15; PPdh2/Gg15,S1 (2018),Red,GNR,N/A,N/A,,,,
CEBC003133,Festuca campestris - (Pseudoroegneria spicata) - Achillea borealis - Cladonia spp.,rough fescue - (bluebunch wheatgrass) - yarrow - clad lichens,BGxh2/06; BGxh2/Gg10; BGxh2/Gg12; BGxw1/06; BGxw1/Gg10; BGxw1/Gg12; ESSFxc2/Gg12; ESSFxc3/Gg12; IDFdk1/Gg10; IDFdk1/Gg12; IDFdk1a/91; IDFdk5/Gg10; IDFdk5/Gg12; IDFdm1/Gg12; IDFdm2/Gg10; IDFdm2/Gg12; IDFxh1/Gg10; IDFxh1/Gg12; IDFxh2/Gg10; IDFxh2/Gg12; IDFxh2a/91; IDFxh4/; IDFxk/Gg10; IDFxk/Gg12; MSdk1/Gg12; MSdw/Gg12; MSxk2/Gg12; MSxk3/Gg12; PPdh2/Gg15; PPxh2/00; PPxh2/Gg10; PPxh2/Gg12; PPxh3/Gg10,S1S2 (2018),Red,GNR,N/A,N/A,,,Y,
CEBC003127,Festuca idahoensis - Eriogonum umbellatum - Eremogone capillaris,Idaho fescue - sulphur buckwheat - thread-leaved sandwort,ESSFdk1/Gg14; ESSFdkp/Gg14; ESSFdkw/Gg14; ESSFwm1/Gg14; ESSFwm1/Vh12; ESSFwm3/Gg14; ESSFwm3/Vh12; ESSFwmw/Vh12; ESSFxc1/Gg14; MSdk1/Gg14; MSxk1/Gg14,S2 (2021),Red,GNR,N/A,N/A,,,Y,
CEBC003126,Festuca idahoensis - Pseudoroegneria spicata - Eriogonum umbellatum - Eremogone capillaris,Idaho fescue - bluebunch wheatgrass - sulphur buckwheat - thread-leaved sandwort,ESSFdk1/Gg17; ESSFdkw/Gg17; ESSFwm1/Gg17; MSdw/Gg17,S1S2 (2021),Red,GNR,N/A,N/A,,,Y,
CEBC003132,Festuca idahoensis - Pseudoroegneria spicata - Lupinus sericeus - Koeleria macrantha,Idaho fescue - bluebunch wheatgrass - silky lupine - junegrass,BGxh1/Gg11; BGxh1/Gg13; BGxh2/Gg11; ESSFmh/Gg11; ICHdw4/Gg11; ICHxw/Gg11; IDFdk1/Gg11; IDFdk1/Gg13; IDFdm1/Gg11; IDFdm1/Gg13; IDFxh1/Gg11; IDFxh1/Gg13; IDFxh1a/91; IDFxh2/Gg13; IDFxh4/Gg11; IDFxh4/Gg13; MSdm1/Gg11; MSdm2/Gg11; PPdh1/Gg11; PPdh1/Gg13; PPxh1/Gg11; PPxh1/Gg13; PPxh2/Gg13; PPxh3/Gg11; PPxh3/Gg13,S2 (2018),Red,GNR,N/A,N/A,,,Y,
PMPOA2V360,Festuca pseudovivipara,pseudoviviparous fescue,,S2S3 (2019),Blue,G2G3 (2023),,,,,,
CEBC000860,Festuca roemeri - Koeleria macrantha,Roemer's fescue - junegrass,CDFmm/00; CWHxm1/00,S1 (2004),Red,G1,N/A,N/A,,,Y,
PMPOA2V210,Festuca rubra ssp. arctica,Arctic red fescue,,SH (2020),Red,G5 (2016),,,,,,
PMPOA2V320,Festuca washingtonica,Washington fescue,IDFxh,S3? (2022),Blue,G2G3 (2016),,,,,Y,
IILEG5Z010,Filatima abactella,A Twirler Moth,,S3S5 (2020),Blue,GNR,,,,,,
IILEG5Z530,Filatima vaccinii,a twirler moth,,S3S5 (2020),Blue,GNR,,,,,,
IMGASL6010,Fisherola nuttalli,Shortface Lanx,ICH,S1S2 (2015),Red,G2 (2015),E,,,,,Y
NBMUS2W0D0,Fissidens fontanus,,CWH,S3 (2024),Blue,G5 (1991),,,,,,
NBMUS2W0U0,Fissidens pauperculus,poor pocket moss,CWH,S1 (2024),Red,G3? (2012),E,1-E (2003),,,Y,
NLT0010840,Flavopunctelia flaventior,speckled mantle,BAFAunp,S2? (2019),Red,G5 (2015),,,,,,
NLT0010860,Flavopunctelia soredica,powder-edged speckled greenshield,,S1S2 (2019),Red,G4G5 (2017),,,,,,
IMGASG3500,Fluminicola fuscus,Ashy Pebblesnail,ICH,S1S2 (2015),Red,G2 (2015),,,,,Y,
NFPOL07010,Fomitopsis officinalis,,,S2S4 (2021),Blue,GNR,,,,,,
CEBC003142,Fragaria chiloensis - Poa confinis - Rhytidiadelphus squarrosus,coastal strawberry - beach bluegrass - bent-leaf moss,CWHwh1/Bb,S2? (2021),Red,GNR,N/A,N/A,,,,
ABNNN12010,Fratercula cirrhata,Tufted Puffin,CDF; CWH,"S3B,S4N (2023)",Blue,G5 (2016),,,,,Y,
ABNNN12030,Fratercula corniculata,Horned Puffin,CDF; CWH,S2B (2015),Red,G5 (2016),,,,,Y,
NLT0010870,Fulgensia desertorum,desert sulphur,PPxh,S2S3 (2019),Blue,G3G5 (2001),,,,,,
NLTES28810,Fulgensia subbracteata,creeping sulphur,,S2S3 (2019),Blue,GNR (2025),,,,,,
ZMYXO02060,Fuligo muscorum,a slime mold,,S3 (2023),Blue,GNR,,,,,,
ABNDB01010,Fulmarus glacialis,Northern Fulmar,CDF; CWH,"S1B,S4N (2015)",Red,G5 (2016),,,,,,
NBHEP0P060,Fuscocephaloziopsis leucantha,,,S3 (2021),Blue,G4 (1999),,,,,,
NLT0011000,Fuscopannaria ahlneri,corrugated crackers,CWHvm; ESSFwv; ESSFwvp; ICHmc,S3 (2019),Blue,G4G5 (2002),,,,,,
NLT0033220,Fuscopannaria aurita,eared crackers,,S3 (2019),Blue,G3G5 (2002),,,,,,
NLT0033340,Fuscopannaria coralloidea,coral crackers,,S3 (2018),Blue,G2G4 (2002),,,,,,
NLT0033240,Fuscopannaria crustacea,encrusting crackers,,S1S2 (2019),Red,G3G4 (2002),,,,,,
NLVER00130,Fuscopannaria incisa,nibbled crackers,,S2S3 (2019),Blue,GNR,,,,,,
